SceneObject,HierarchyPath,Primitive,Category,Material,Rank,CandidateAsset,Kind,Score,Reason
"Foliage_R","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Foliage_R","Sphere","tree","Mat_JungleLeaves",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Foliage_R","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Foliage_R","Sphere","tree","Mat_JungleLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Foliage_R","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Foliage_R","Sphere","tree","Mat_JungleLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Foliage_R","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Foliage_R","Sphere","tree","Mat_JungleLeaves",5,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",65,"semantic:tree; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",1,"Assets/Art/Environment/Trees/Tree_JungleCanopy.prefab","Prefab",90,"semantic:tree; semantic:canopy; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/__HDVISUAL__Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",5,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",65,"semantic:tree; tree-category; project-art"
"Ground_Checkpoint2_Arena","[--- 01_ENVIRONMENT ---]/Ground_Checkpoint2_Arena","Cube","prop","Mat_Jungle_Ground",1,"Assets/Art/VFX/VFX_Checkpoint_Beam.prefab","Prefab",35,"semantic:checkpoint; project-art"
"Ground_Checkpoint2_Arena","[--- 01_ENVIRONMENT ---]/Ground_Checkpoint2_Arena","Cube","prop","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Checkpoint2_Arena","[--- 01_ENVIRONMENT ---]/Ground_Checkpoint2_Arena","Cube","prop","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Checkpoint2_Arena","[--- 01_ENVIRONMENT ---]/Ground_Checkpoint2_Arena","Cube","prop","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Checkpoint2_Arena","[--- 01_ENVIRONMENT ---]/Ground_Checkpoint2_Arena","Cube","prop","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Enemy_Arena","[--- 01_ENVIRONMENT ---]/Ground_Enemy_Arena","Cube","enemy","Mat_Jungle_Ground",1,"Assets/Art/Enemies/Enemy_JunglePredator.prefab","Prefab",70,"semantic:enemy; character-category; project-art"
"Ground_Enemy_Arena","[--- 01_ENVIRONMENT ---]/Ground_Enemy_Arena","Cube","enemy","Mat_Jungle_Ground",2,"Assets/Art/Enemies/Enemy_ToxicReptile.prefab","Prefab",70,"semantic:enemy; character-category; project-art"
"Ground_Enemy_Arena","[--- 01_ENVIRONMENT ---]/Ground_Enemy_Arena","Cube","enemy","Mat_Jungle_Ground",3,"Assets/Art/Enemies/Enemy_WildBoar.prefab","Prefab",70,"semantic:enemy; character-category; project-art"
"Ground_Enemy_Arena","[--- 01_ENVIRONMENT ---]/Ground_Enemy_Arena","Cube","enemy","Mat_Jungle_Ground",4,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",45,"character-category; project-art"
"Ground_Enemy_Arena","[--- 01_ENVIRONMENT ---]/Ground_Enemy_Arena","Cube","enemy","Mat_Jungle_Ground",5,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",45,"character-category; project-art"
"Ground_Hazard_Clearing","[--- 01_ENVIRONMENT ---]/Ground_Hazard_Clearing","Cube","environment","Mat_Jungle_Ground",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Hazard_Clearing","[--- 01_ENVIRONMENT ---]/Ground_Hazard_Clearing","Cube","environment","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Hazard_Clearing","[--- 01_ENVIRONMENT ---]/Ground_Hazard_Clearing","Cube","environment","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Hazard_Clearing","[--- 01_ENVIRONMENT ---]/Ground_Hazard_Clearing","Cube","environment","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Hazard_Clearing","[--- 01_ENVIRONMENT ---]/Ground_Hazard_Clearing","Cube","environment","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Ground_Level_Complete_Exit","[--- 01_ENVIRONMENT ---]/Ground_Level_Complete_Exit","Cube","environment","Mat_Jungle_Ground",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Level_Complete_Exit","[--- 01_ENVIRONMENT ---]/Ground_Level_Complete_Exit","Cube","environment","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Level_Complete_Exit","[--- 01_ENVIRONMENT ---]/Ground_Level_Complete_Exit","Cube","environment","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Level_Complete_Exit","[--- 01_ENVIRONMENT ---]/Ground_Level_Complete_Exit","Cube","environment","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Level_Complete_Exit","[--- 01_ENVIRONMENT ---]/Ground_Level_Complete_Exit","Cube","environment","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Ground_Path_01","[--- 01_ENVIRONMENT ---]/Ground_Path_01","Cube","environment","Mat_Jungle_Ground",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Path_01","[--- 01_ENVIRONMENT ---]/Ground_Path_01","Cube","environment","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Path_01","[--- 01_ENVIRONMENT ---]/Ground_Path_01","Cube","environment","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Path_01","[--- 01_ENVIRONMENT ---]/Ground_Path_01","Cube","environment","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Path_01","[--- 01_ENVIRONMENT ---]/Ground_Path_01","Cube","environment","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Ground_Puzzle_Courtyard","[--- 01_ENVIRONMENT ---]/Ground_Puzzle_Courtyard","Cube","environment","Mat_Jungle_Ground",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Puzzle_Courtyard","[--- 01_ENVIRONMENT ---]/Ground_Puzzle_Courtyard","Cube","environment","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Puzzle_Courtyard","[--- 01_ENVIRONMENT ---]/Ground_Puzzle_Courtyard","Cube","environment","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Puzzle_Courtyard","[--- 01_ENVIRONMENT ---]/Ground_Puzzle_Courtyard","Cube","environment","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Puzzle_Courtyard","[--- 01_ENVIRONMENT ---]/Ground_Puzzle_Courtyard","Cube","environment","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Ground_Start_Zone","[--- 01_ENVIRONMENT ---]/Ground_Start_Zone","Cube","environment","Mat_Jungle_Ground",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Ground_Start_Zone","[--- 01_ENVIRONMENT ---]/Ground_Start_Zone","Cube","environment","Mat_Jungle_Ground",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Ground_Start_Zone","[--- 01_ENVIRONMENT ---]/Ground_Start_Zone","Cube","environment","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Ground_Start_Zone","[--- 01_ENVIRONMENT ---]/Ground_Start_Zone","Cube","environment","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Ground_Start_Zone","[--- 01_ENVIRONMENT ---]/Ground_Start_Zone","Cube","environment","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Cap","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Cap","Sphere","foliage","Mat_DivineCyan",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Cap","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Cap","Sphere","foliage","Mat_DivineCyan",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Cap","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Cap","Sphere","foliage","Mat_DivineCyan",3,"Assets/Art/Environment/Plants/Plant_GlowingMushroom.prefab","Prefab",65,"semantic:mushroom; foliage-category; project-art"
"Cap","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Cap","Sphere","foliage","Mat_DivineCyan",4,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.FBX","Model",55,"semantic:mushroom; foliage-category"
"Cap","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Cap","Sphere","foliage","Mat_DivineCyan",5,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.FBX","Model",55,"semantic:mushroom; foliage-category"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Stem","Cylinder","foliage","Mat_JungleWood",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Stem","Cylinder","foliage","Mat_JungleWood",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Stem","Cylinder","foliage","Mat_JungleWood",3,"Assets/Art/Environment/Plants/Plant_GlowingMushroom.prefab","Prefab",65,"semantic:mushroom; foliage-category; project-art"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Stem","Cylinder","foliage","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.FBX","Model",55,"semantic:mushroom; foliage-category"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_GlowingMushroom/Stem","Cylinder","foliage","Mat_JungleWood",5,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.FBX","Model",55,"semantic:mushroom; foliage-category"
"Petals","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Petals","Sphere","foliage","Mat_ParrotFeather",1,"Assets/Art/Environment/Plants/Plant_HibiscusFlower.prefab","Prefab",65,"semantic:flower; foliage-category; project-art"
"Petals","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Petals","Sphere","foliage","Mat_ParrotFeather",2,"Assets/FlipGameDev/Terrain&GrassPack/Prefabs/WaterLily/WaterLily_Flower_Closed.prefab","Prefab",55,"semantic:flower; foliage-category"
"Petals","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Petals","Sphere","foliage","Mat_ParrotFeather",3,"Assets/FlipGameDev/Terrain&GrassPack/Prefabs/WaterLily/WaterLily_Flower_Opened.prefab","Prefab",55,"semantic:flower; foliage-category"
"Petals","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Petals","Sphere","foliage","Mat_ParrotFeather",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Petals","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Petals","Sphere","foliage","Mat_ParrotFeather",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",50,"foliage-category; high-quality"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Stem","Cylinder","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_HibiscusFlower.prefab","Prefab",65,"semantic:flower; foliage-category; project-art"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Stem","Cylinder","foliage","Mat_JungleLeaves",2,"Assets/FlipGameDev/Terrain&GrassPack/Prefabs/WaterLily/WaterLily_Flower_Closed.prefab","Prefab",55,"semantic:flower; foliage-category"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Stem","Cylinder","foliage","Mat_JungleLeaves",3,"Assets/FlipGameDev/Terrain&GrassPack/Prefabs/WaterLily/WaterLily_Flower_Opened.prefab","Prefab",55,"semantic:flower; foliage-category"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Stem","Cylinder","foliage","Mat_JungleLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Stem","[--- 01_ENVIRONMENT ---]/Plant_HibiscusFlower/Stem","Cylinder","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",50,"foliage-category; high-quality"
"Leaf_0","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_0","Cube","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_JungleFern.prefab","Prefab",65,"semantic:fern; foliage-category; project-art"
"Leaf_0","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_0","Cube","foliage","Mat_JungleLeaves",2,"Assets/TerrainSampleAssets/Prefabs/Fern_A.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_0","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_0","Cube","foliage","Mat_JungleLeaves",3,"Assets/TerrainSampleAssets/Prefabs/Fern_B.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_0","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_0","Cube","foliage","Mat_JungleLeaves",4,"Assets/TerrainSampleAssets/Prefabs/Fern_C.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_0","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_0","Cube","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Leaf_1","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_1","Cube","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_JungleFern.prefab","Prefab",65,"semantic:fern; foliage-category; project-art"
"Leaf_1","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_1","Cube","foliage","Mat_JungleLeaves",2,"Assets/TerrainSampleAssets/Prefabs/Fern_A.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_1","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_1","Cube","foliage","Mat_JungleLeaves",3,"Assets/TerrainSampleAssets/Prefabs/Fern_B.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_1","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_1","Cube","foliage","Mat_JungleLeaves",4,"Assets/TerrainSampleAssets/Prefabs/Fern_C.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_1","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_1","Cube","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Leaf_2","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_2","Cube","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_JungleFern.prefab","Prefab",65,"semantic:fern; foliage-category; project-art"
"Leaf_2","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_2","Cube","foliage","Mat_JungleLeaves",2,"Assets/TerrainSampleAssets/Prefabs/Fern_A.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_2","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_2","Cube","foliage","Mat_JungleLeaves",3,"Assets/TerrainSampleAssets/Prefabs/Fern_B.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_2","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_2","Cube","foliage","Mat_JungleLeaves",4,"Assets/TerrainSampleAssets/Prefabs/Fern_C.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_2","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_2","Cube","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Leaf_3","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_3","Cube","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_JungleFern.prefab","Prefab",65,"semantic:fern; foliage-category; project-art"
"Leaf_3","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_3","Cube","foliage","Mat_JungleLeaves",2,"Assets/TerrainSampleAssets/Prefabs/Fern_A.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_3","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_3","Cube","foliage","Mat_JungleLeaves",3,"Assets/TerrainSampleAssets/Prefabs/Fern_B.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_3","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_3","Cube","foliage","Mat_JungleLeaves",4,"Assets/TerrainSampleAssets/Prefabs/Fern_C.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_3","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_3","Cube","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Leaf_4","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_4","Cube","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_JungleFern.prefab","Prefab",65,"semantic:fern; foliage-category; project-art"
"Leaf_4","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_4","Cube","foliage","Mat_JungleLeaves",2,"Assets/TerrainSampleAssets/Prefabs/Fern_A.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_4","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_4","Cube","foliage","Mat_JungleLeaves",3,"Assets/TerrainSampleAssets/Prefabs/Fern_B.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_4","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_4","Cube","foliage","Mat_JungleLeaves",4,"Assets/TerrainSampleAssets/Prefabs/Fern_C.prefab","Prefab",55,"semantic:fern; foliage-category"
"Leaf_4","[--- 01_ENVIRONMENT ---]/Plant_JungleFern/Leaf_4","Cube","foliage","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",50,"foliage-category; high-quality"
"Foliage1","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage1","Sphere","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_TropicalBush.prefab","Prefab",65,"semantic:bush; foliage-category; project-art"
